,title,vote_count,vote_average,year,imdb_id,soup
160,Desperado,898.0,6.8,1995,tt0112851,gunsling antiterror ambush mexico showdown guitar nuditi hitman bartend reveng tragichero shootout explos extremeviol brutal druglord legbrac flashback antoniobanderas salmahayek joaquimdealmeida robertrodriguez robertrodriguez robertrodriguez Thriller Action Crime
161,Devil in a Blue Dress,88.0,6.3,1995,tt0112857,jazzclub murder losangel privatedetect filmnoir neo-noir denzelwashington tomsizemore jenniferbeals carlfranklin carlfranklin carlfranklin Drama Mystery Thriller
162,Die Hard: With a Vengeance,2094.0,6.9,1995,tt0112864,bomb taxi riddl robberi detect helicopt gold subway ship fistfight polic sequel decept shootout newyorkc explos violenc carchas fbiag flashback aqueduct actionhero brucewillis jeremyirons samuell.jackson johnmctiernan johnmctiernan johnmctiernan Action Thriller
163,The Doom Generation,57.0,5.6,1995,tt0112887,sex erotic nuditi nazi suspens drifter voyeur rosemcgowan jamesduval johnathonschaech greggaraki greggaraki greggaraki Action Comedy Crime Drama
164,Feast of July,0.0,0.0,1995,tt0113044,embethdavidtz tombell gemmajones christophermenaul christophermenaul christophermenaul Drama Crime
165,First Knight,319.0,5.9,1995,tt0113071,camelot knight kingarthur knightsoftheroundt seanconnery richardgere juliaormond jerryzucker jerryzucker jerryzucker Action Adventure Drama Romance
166,Free Willy 2 - The Adventure Home,130.0,5.5,1995,tt0113114,humananimalrelationship whale killerwhal jasonjamesrichter michaelmadsen jayneatkinson dwighth.little dwighth.little dwighth.little Adventure
167,Hackers,406.0,6.2,1995,tt0113243,femalenud hacker nuditi computervirus virtualr comput sexualfantasi prank internet cyberpunk teenag newyorkc secretservic computerhack dreamsequ jonnyleemiller angelinajolie jessebradford iainsoftley iainsoftley iainsoftley Action Crime Thriller Drama
168,Jeffrey,19.0,6.5,1995,tt0113464,gay aid basedonplayormus hivposit stevenweber patrickstewart michaelt.weiss christopherashley christopherashley christopherashley Comedy Drama Romance
169,Johnny Mnemonic,380.0,5.5,1995,tt0113481,brain childhoodmemori dystopia pharmaceuticalindustri computerchip cyberpunk keanureeves dinameyer takeshikitano robertlongo robertlongo robertlongo Adventure Action Drama Science Fiction Thriller
170,Judge Dredd,643.0,5.4,1995,tt0113492,judg post-apocalypt dystopia basedoncom policeoffic basedongraphicnovel frameup dystopicfutur framedformurd dredd 2000ad sylvesterstallone dianelane armandassante dannycannon dannycannon dannycannon Science Fiction
171,Jury Duty,34.0,4.0,1995,tt0113500,stripper juri jurist independentfilm paulyshore tiacarrere stanleytucci johnfortenberry johnfortenberry johnfortenberry Comedy Drama
172,Kids,280.0,6.8,1995,tt0113540,puberti firsttim leofitzpatrick rosariodawson chloësevigny larryclark larryclark larryclark Drama Crime
173,Living in Oblivion,64.0,7.2,1995,tt0113677,cinema independentfilm filmmak stevebuscemi catherinekeener dermotmulroney tomdicillo tomdicillo tomdicillo Drama Comedy
174,Lord of Illusions,87.0,5.9,1995,tt0113690,fanat supernatur wizardri resurrect sect occult scottbakula kevinj.o'connor famkejanssen clivebarker clivebarker clivebarker Mystery Horror Thriller
175,Love & Human Remains,7.0,7.0,1993,tt0107447,thomasgibson ruthmarshall cameronbancroft denysarcand denysarcand denysarcand Comedy Drama
176,Mad Love,27.0,5.5,1995,tt0113729,suicideattempt colleg teenangst mentalil womandirector chriso'donnell drewbarrymore matthewlillard antoniabird antoniabird antoniabird Drama Family Romance
177,Mallrats,400.0,6.8,1995,tt0113749,sex gameshow slacker mall ex-boyfriendex-girlfriendrelationship jayandsilentbob aftercreditssting jasonlee jeremylondon shannendoherty kevinsmith kevinsmith kevinsmith Romance Comedy
178,Mighty Morphin Power Rangers: The Movie,153.0,5.2,1995,tt0113820,basedontvseri tokusatsu superheroteam amyjojohnson jasondavidfrank davidyost bryanspicer bryanspicer bryanspicer Action Adventure Science Fiction Family Fantasy
180,Mute Witness,36.0,6.4,1995,tt0110604,chase polic murder mute marinazudina fayripley evanrichards anthonywaller anthonywaller anthonywaller Thriller Foreign
181,Nadja,12.0,5.9,1994,tt0110620,newyork vampir dracula elinalöwensohn peterfonda davidlynch michaelalmereyda michaelalmereyda michaelalmereyda Horror Thriller
182,The Net,359.0,5.6,1995,tt0113957,cheat newident computervirus chase comput stalk sandrabullock jeremynortham dennismiller irwinwinkler irwinwinkler irwinwinkler Crime Drama Mystery Thriller Action
183,Nine Months,171.0,5.5,1995,tt0113986,parentchildrelationship babi marriag pregnanc childwish hughgrant juliannemoore tomarnold chriscolumbus chriscolumbus chriscolumbus Comedy
184,Party Girl,14.0,5.8,1995,tt0114095,librari parti independentfilm freespirit womandirector librarian parkerposey lievschreiber anthonydesando daisyvonscherlermayer daisyvonscherlermayer daisyvonscherlermayer Comedy
185,The Prophecy,139.0,6.4,1995,tt0114194,angel archangelgabriel christopherwalken eliaskoteas virginiamadsen gregorywiden gregorywiden gregorywiden Fantasy Horror Thriller
186,Reckless,1.0,10.0,1995,tt0114241,trauma gameshow femaleprotagonist christma miafarrow tonygoldwyn scottglenn normanrené normanrené normanrené Fantasy Comedy Drama
187,Safe,62.0,7.2,1995,tt0114323,sex chemic medicin housewif pollut quarantin independentfilm allergi psychiatrist ill disord retreat juliannemoore xanderberkeley deannorris toddhaynes toddhaynes toddhaynes Drama
188,The Scarlet Letter,111.0,5.5,1995,tt0114345,basedonnovel burningofwitch pregnanc perioddrama extramaritalaffair demimoore garyoldman robertduvall rolandjoffé rolandjoffé rolandjoffé Drama History Romance
190,Showgirls,261.0,4.9,1995,tt0114436,danc femalenud go-godanc spanner seduct stripteas sexapp elizabethberkley kylemaclachlan ginagershon paulverhoeven paulverhoeven paulverhoeven Drama
191,Smoke,115.0,7.2,1995,tt0114478,smoke robber cigarett cigar independentfilm writer harveykeitel williamhurt giancarloesposito waynewang waynewang waynewang Comedy Drama
192,Something to Talk About,60.0,5.7,1995,tt0114496,hors savannah basedontruestori famili juliaroberts dennisquaid robertduvall lassehallström lassehallström lassehallström Comedy
193,Species,457.0,5.5,1995,tt0114508,telepathi dna paranoia genet instinct femmefatal alien ontherun decapit sexualattract losangel cocoon geneticengin aliendna natashahenstridge benkingsley michaelmadsen rogerdonaldson rogerdonaldson rogerdonaldson Science Fiction Horror Action
195,Strange Days,334.0,6.8,1995,tt0114558,pornographi prostitut rape policebrut dream ex-girlfriend futur bodyguard rapper virtualr dystopia minidisc polic ex-cop murder cyberpunk losangel violenc crimin privatedetect revolt womandirector ralphfiennes angelabassett tomsizemore kathrynbigelow kathrynbigelow kathrynbigelow Crime Drama Science Fiction Thriller
196,The Umbrellas of Cherbourg,119.0,7.6,1964,tt0058450,carmechan letter music war singl catherinedeneuve ninocastelnuovo annevernon jacquesdemy jacquesdemy jacquesdemy Drama Romance
197,The Tie That Binds,9.0,4.6,1995,tt0114666,darylhannah keithcarradine moirakelly wesleystrick wesleystrick wesleystrick Thriller
198,Three Wishes,18.0,6.1,1995,tt0114663,basebal drifter dog koreanwar womandirector patrickswayze maryelizabethmastrantonio josephmazzello marthacoolidge marthacoolidge marthacoolidge Drama Fantasy
199,Total Eclipse,112.0,6.5,1995,tt0114702,mentor poet womandirector leonardodicaprio davidthewlis romanebohringer agnieszkaholland agnieszkaholland agnieszkaholland Drama Romance
200,"To Wong Foo, Thanks for Everything! Julie Newmar",117.0,6.3,1995,tt0114682,transvest gay newyork dragqueen homophobia travel roadmovi womandirector patrickswayze wesleysnipes johnleguizamo beebankidron beebankidron beebankidron Comedy
201,Under Siege 2: Dark Territory,217.0,5.6,1995,tt0114781,terrorist pentagon satellit navys train stevenseagal ericbogosian everettmcgill geoffmurphy geoffmurphy geoffmurphy Action Thriller
202,Unstrung Heroes,9.0,6.4,1995,tt0114798,womandirector andiemacdowell johnturturro michaelrichards dianekeaton dianekeaton dianekeaton Comedy Drama Family
203,Unzipped,6.0,6.0,1995,tt0114805,fashion sandrabernhard isaacmizrahi naomicampbell douglaskeeve douglaskeeve douglaskeeve Documentary
204,A Walk in the Clouds,168.0,6.5,1995,tt0114887,worldwarii vineyard love remak pregnanc harvest keanureeves aitanasánchez-gijón anthonyquinn alfonsoaráu alfonsoaráu alfonsoaráu Drama Romance
205,Waterworld,1017.0,5.9,1995,tt0114898,ocean tattoo mutant water dystopia doomsday kevincostner chaimgirafi rickaviles kevinreynolds kevinreynolds kevinreynolds Adventure Action
206,White Man's Burden,25.0,5.1,1995,tt0114928,dystopia johntravolta harrybelafonte kellylynch desmondnakano desmondnakano desmondnakano Drama
208,The Browning Version,11.0,6.0,1994,tt0109340,albertfinney gretascacchi matthewmodine mikefiggis mikefiggis mikefiggis Drama
210,Burnt by the Sun,35.0,6.7,1994,tt0111579,wifehusbandrelationship colonel nikitamikhalkov olegmenshikov ingeborgadapkunaite nikitamikhalkov nikitamikhalkov nikitamikhalkov Drama
211,Before the Rain,45.0,7.7,1994,tt0110882,monk mountain restaur warphotograph christian fashionphotograph girl violenc albanian katrincartlidge radeserbedzija grégoirecolin milčomančevski milčomančevski milčomančevski Drama War
212,Before Sunrise,984.0,7.7,1995,tt0112471,dialogu sunris talk soulmat walk austria travel danub bittersweet romant vienna ethanhawke juliedelpy andreaeckert richardlinklater richardlinklater richardlinklater Drama Romance
213,Billy Madison,464.0,6.2,1995,tt0112508,womandirector adamsandler darrenmcgavin bridgettewilson tamradavis tamradavis tamradavis Comedy
214,The Babysitter,27.0,4.7,1995,tt0112438,alcohol obsess babysitt parti teenag parent aliciasilverstone jeremylondon j.t.walsh guyferland guyferland guyferland Drama Thriller
215,Boys on the Side,48.0,6.3,1995,tt0112571,aid roommat homicid carjourney friendship friend homosexu escap roadmovi whoopigoldberg mary-louiseparker drewbarrymore herbertross herbertross herbertross Comedy Drama
216,The Cure,58.0,7.2,1995,tt0112757,mississippi bradrenfro josephmazzello annabellasciorra peterhorton peterhorton peterhorton Drama Family
217,Castle Freak,40.0,5.8,1995,tt0112643,castl voyeur jeffreycombs barbaracrampton jonathanfuller stuartgordon stuartgordon stuartgordon Thriller Drama Horror Mystery
218,Circle of Friends,30.0,6.5,1995,tt0112679,forbiddenlov moralconflict independentfilm chriso'donnell minniedriver geraldineo'rawe pato'connor pato'connor pato'connor Drama Family Romance
219,Clerks,769.0,7.4,1994,tt0109445,salesclerk loser aftercreditssting briano'halloran jeffanderson jasonmewes kevinsmith kevinsmith kevinsmith Comedy
220,Don Juan DeMarco,184.0,6.3,1994,tt0112883,sexaddict love mentalinstitut patient psychiatrist johnnydepp marlonbrando fayedunaway jeremyleven jeremyleven jeremyleven Romance Drama Comedy
221,Disclosure,217.0,5.9,1994,tt0109635,employe workplac sexualharass intrigu michaeldouglas demimoore donaldsutherland barrylevinson barrylevinson barrylevinson Drama Thriller Crime Mystery Romance
223,Drop Zone,91.0,5.1,1994,tt0109676,terrorist transportofprison airplan parachut suspens wesleysnipes garybusey yancybutler johnbadham johnbadham johnbadham Action Adventure Thriller
224,Destiny Turns on the Radio,9.0,5.3,1995,tt0112854,heist expectantfath dylanmcdermott nancytravis jameslegros jackbaran jackbaran jackbaran Crime Comedy Fantasy
225,Death and the Maiden,92.0,7.1,1994,tt0109579,marriedcoupl chile reveng doctor tortur humili sigourneyweaver benkingsley stuartwilson romanpolanski romanpolanski romanpolanski Drama Thriller Mystery
226,Dolores Claiborne,183.0,7.1,1995,tt0109642,childabus detect basedonnovel bar island suspicionofmurd murder suspens dysfunctionalfamili domesticviol report maid anger alcohol accid abusivefath abusivehusband kathybates jenniferjasonleigh judyparfitt taylorhackford taylorhackford taylorhackford Crime Drama Mystery
227,Dumb and Dumber,1894.0,6.5,1994,tt0109686,gasstat motel utah stupid pill prank cigarsmok violenc crimin firedfromthejob clumsi stepmotherstepdaughterrelationship sittingonatoilet aspencolorado defec scooter hotelsuit laxat jimcarrey jeffdaniels laurenholly peterfarrelly peterfarrelly peterfarrelly Comedy
228,Eat Drink Man Woman,76.0,7.5,1994,tt0111797,cook senseoflif daughter date famili sihunglung yu-wenwang jacklynwu anglee anglee anglee Comedy Drama Romance
229,Exotica,64.0,6.5,1994,tt0109759,secret nightclub petshop independentfilm unhappi brucegreenwood miakirshner eliaskoteas atomegoyan atomegoyan atomegoyan Drama Mystery
230,Exit to Eden,28.0,4.3,1994,tt0109758,femalenud sexual island love mistress kinki smuggler bdsm danadelany paulmercurio rosieo'donnell garrymarshall garrymarshall garrymarshall Thriller Comedy Crime Romance
231,Ed Wood,639.0,7.3,1994,tt0109707,individu taxi transsexu fortunetel filmbusi filmmak filmproduc vorort filmmak boxer filmdirector oddbal celebr morphin moviestudio losangel drugaddict cultdirector handgun trickortr actor johnnydepp martinlandau sarahjessicaparker timburton timburton timburton Comedy Drama History
232,French Kiss,179.0,6.2,1995,tt0113117,pari airport inlovewithenemi canadian necklac fearoffli deal vineyard smuggl megryan kevinkline timothyhutton lawrencekasdan lawrencekasdan lawrencekasdan Comedy Romance
233,Forget Paris,38.0,6.1,1995,tt0113097,pari basketbal crisi fallinginlov refere billycrystal debrawinger joemantegna billycrystal billycrystal billycrystal Comedy Drama Romance
234,Far from Home: The Adventures of Yellow Dog,27.0,5.6,1995,tt0113028,wilder boyanddog mimirogers jessebradford brucedavison phillipborsos phillipborsos phillipborsos Action Adventure Drama Family
235,A Goofy Movie,404.0,6.7,1995,tt0113198,fathersonrelationship popsing music celebr roadtrip firstlov billfarmer jasonmarsden robpaulsen kevinlima kevinlima kevinlima Romance Animation Family Comedy Adventure
236,Hideaway,24.0,5.0,1995,tt0113303,suspens jeffgoldblum christinelahti aliciasilverstone brettleonard brettleonard brettleonard Drama Thriller
237,Fluke,48.0,6.6,1995,tt0113089,fathersonrelationship basedonnovel reincarn talkingdog caraccid dog flashback samuell.jackson matthewmodine nancytravis carlocarlei carlocarlei carlocarlei Drama Family Fantasy
238,Farinelli,20.0,5.9,1994,tt0109771,brotherbrotherrelationship opera biographi dresden operasing stefanodionisi enricoloverso elsazylberstein gérardcorbiau gérardcorbiau gérardcorbiau History Drama
239,Gordy,4.0,3.0,1995,tt0113199,countrymus tedmanson afemoomilami marklewis marklewis marklewis Drama Family Fantasy
240,Gumby: The Movie,2.0,5.0,1995,tt0113234,artclokey artclokey artclokey Fantasy Animation Science Fiction Family
241,The Glass Shield,9.0,5.4,1994,tt0109906,icecube loripetty erichanderson charlesburnett charlesburnett charlesburnett Drama Action Thriller Crime
242,Hoop Dreams,91.0,7.7,1994,tt0110057,chicago sportsteam ghetto narrat colleg sport basketbal highschoolsport independentfilm innerc highschoolstud williamgates arthuragee stevejames stevejames stevejames stevejames Documentary
243,Heavenly Creatures,299.0,6.9,1994,tt0110005,mother sex secret obsess literatur nuditi fantasi passion love friend murder independentfilm lesbian true relationship melanielynskey katewinslet sarahpeirse peterjackson peterjackson peterjackson Drama Fantasy
244,Houseguest,17.0,6.0,1995,tt0110066,sinbad philhartman jeffreyjones randallmiller randallmiller randallmiller Comedy Family
245,Immortal Beloved,90.0,6.9,1994,tt0110116,deaf sister-in-law characterstudi unclenephewrelationship garyoldman jeroenkrabbé isabellarossellini bernardrose bernardrose bernardrose Drama Music Romance
